Internal ID,Order Type,Date Created,PMM Order Date,Document Number,In Report 3?,Status,Requested Pickup Date,Actual Carrier Pickup Date,Actual Carrier Delivery Date,Pick-Up Ergent?,Name-Receiver/Destination,Donor,Carrier Code,Subsidy Amount,Actual Freight Cost,Total Order Pounds,Total Gross Weight Fulfilled,Miles,Shipping Method Code,Drop Off Member 1,Drop Off Member 2,Drop Off Member 3,Drop Off Member 4
48836768,Produce,2020/11/23 11:51,2020/11/23,PR48836768,1,Billed,2020/11/30,2020/11/30,2020/12/1,7,Cust-2245 Philadelphia Co-op,V-100995 Torrey Farms Inc,CR10005,"-1,500.00","2,308.96",40000,40000,340,FA Arranged,Cust-2245,,,
48836779,Produce,2020/11/23 12:20,2020/11/23,PR48836779,1,Billed,2020/11/27,2020/11/27,2020/11/30,4,"Cust-2199 New York, New York Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10034,"-4,056.00","4,056.00",28800,29045,628,FA Arranged,Cust-2199,,,
48836786,Produce,2020/11/23 12:30,2020/11/23,PR48836786,1,Billed,2020/11/30,2020/11/30,2020/12/1,7,"Cust-2199 New York, New York Food Bank (FB)",V-101994 Nash Produce LLC,CR10001,"-1,500.00","2,256.21",40000,40000,473,FA Arranged,Cust-2199,,,
48837102,Produce,2020/11/23 13:05,2020/11/23,PR48837102,1,Billed,2020/11/30,,,7,"Cust-2205 Neptune, NJ Food Bank (FB)",V-101044 Western Harvest,CR10043,"-1,500.00","2,000.00",36708,36708,415.5,Vendor Arranged,Cust-2205,,,
48837105,Produce,2020/11/23 13:15,2020/11/23,PR48837105,1,Billed,2020/11/30,,,7,"Cust-2052 Wallingford, Connecticut Food Bank (FB)",V-101044 Western Harvest,CR10043,"-1,500.00","1,725.00",40000,40000,354.3,Vendor Arranged,Cust-2052,,,
48837112,Produce,2020/11/23 13:45,2020/11/23,PR48837112,1,Billed,2020/12/1,2020/12/1,2020/12/1,8,"Cust-2122 Charleston, South Carolina Food Bank (FB)",V-101994 Nash Produce LLC,CR10034,"-1,477.00","1,477.00",40000,40000,300,FA Arranged,Cust-2122,,,
48837417,Produce,2020/11/23 14:50,2020/11/23,PR48837417,1,Billed,2020/11/30,2020/11/30,2020/12/2,7,"Cust-2015 Chicago, Illinois Food Bank (FB)",V-103016 Chesapeake Farms,CR10019,"-1,500.00","2,014.37",40000,41592,861,FA Arranged,Cust-2015,,,
48839132,Produce,2020/11/23 16:10,2020/11/23,PR48839132,1,Billed,2020/11/30,,,7,"Cust-2086 Washington, DC Food Bank (FB)",V-101044 Western Harvest,CR10043,"-1,500.00","2,050.00",39200,39200,580.2,Vendor Arranged,Cust-2086,,,
48839133,Produce,2020/11/23 16:15,2020/11/23,PR48839133,1,Billed,2020/11/30,,,7,"Cust-2086 Washington, DC Food Bank (FB)",V-101044 Western Harvest,CR10043,"-1,500.00","2,050.00",39200,39200,580.2,Vendor Arranged,Cust-2086,,,
48839134,Produce,2020/11/23 16:20,2020/11/23,PR48839134,1,Billed,2020/11/27,,,4,"Cust-2086 Washington, DC Food Bank (FB)",V-101044 Western Harvest,CR10043,"-1,500.00","2,050.00",40000,40000,580.2,Vendor Arranged,Cust-2086,,,
48854921,Produce,2020/11/24 10:10,2020/11/24,PR48854921,1,Billed,2020/11/30,,,6,"Cust-2199 New York, New York Food Bank (FB)",V-101044 Western Harvest,CR10043,"-1,500.00","2,200.00",42000,42000,372,Vendor Arranged,Cust-2199,,,
48854929,Produce,2020/11/24 10:35,2020/11/24,PR48854929,1,Billed,2020/12/15,,,21,Cust-2245 Philadelphia Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","1,900.00",42000,42000,497.9,Vendor Arranged,Cust-2245,,,
48854930,Produce,2020/11/24 10:35,2020/11/24,PR48854930,1,Billed,2020/12/14,,,20,Cust-2245 Philadelphia Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,000.00",42000,42000,507,Vendor Arranged,Cust-2245,,,
48854931,Produce,2020/11/24 10:36,2020/11/24,PR48854931,1,Billed,2020/12/17,,,23,Cust-2245 Philadelphia Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,000.00",42000,42000,507,Vendor Arranged,Cust-2245,,,
48854933,Produce,2020/11/24 10:40,2020/11/24,PR48854933,1,Pending Billing,2020/12/1,2020/12/1,2020/12/2,7,Cust-2247 Indianapolis Co-op,V-103311 Penick Produce,CR10024,"-1,500.00","1,690.62",41610,41610,387,FA Arranged,Cust-2247,,,
48854934,Produce,2020/11/24 10:40,2020/11/24,PR48854934,1,Pending Billing,2020/12/3,2020/12/3,2020/12/4,9,Cust-2247 Indianapolis Co-op,V-103311 Penick Produce,CR10024,"-1,500.00","2,100.00",41610,41610,546,FA Arranged,Cust-2247,,,
48854935,Produce,2020/11/24 10:41,2020/11/24,PR48854935,1,Pending Billing,2020/12/2,2020/12/2,2020/12/3,8,Cust-2247 Indianapolis Co-op,V-103311 Penick Produce,CR10024,"-1,500.00","1,690.62",41610,41610,387,FA Arranged,Cust-2247,,,
48854937,Produce,2020/11/24 10:41,2020/11/24,PR48854937,1,Pending Billing,2020/12/10,2020/12/10,2020/12/11,16,Cust-2247 Indianapolis Co-op,V-103311 Penick Produce,CR10103,"-1,500.00","1,572.42",41610,43560,546,FA Arranged,Cust-2247,,,
48854938,Produce,2020/11/24 10:41,2020/11/24,PR48854938,1,Pending Billing,2020/12/9,2020/12/9,,15,Cust-2247 Indianapolis Co-op,V-103311 Penick Produce,CR10005,"-1,500.00","1,561.61",41610,41610,387,FA Arranged,Cust-2247,,,
48854939,Produce,2020/11/24 10:41,2020/11/24,PR48854939,1,Pending Billing,2020/12/8,2020/12/8,2020/12/9,14,Cust-2247 Indianapolis Co-op,V-103311 Penick Produce,CR10024,"-1,444.49","1,444.49",41610,41610,387,FA Arranged,Cust-2247,,,
48855066,Produce,2020/11/24 11:05,2020/11/24,PR48855066,1,Billed,2020/12/2,2020/12/2,2020/12/3,8,Cust-2247 Indianapolis Co-op,"V-102205 Victory Farms, LLC",CR10024,"-1,345.00","1,345.00",40000,40000,250,FA Arranged,Cust-2247,,,
48855067,Produce,2020/11/24 11:05,2020/11/24,PR48855067,1,Billed,2020/12/15,2020/12/15,2020/12/16,21,Cust-2247 Indianapolis Co-op,"V-102205 Victory Farms, LLC",CR10057,"-1,289.50","1,289.50",40000,40000,250,FA Arranged,Cust-2247,,,
48855413,Produce,2020/11/24 12:15,2020/11/24,PR48855413,1,Billed,2020/12/1,2020/12/2,2020/12/4,7,"Cust-2018 Colorado Springs, CO Food Bank (FB)",V-101024 Feeding Washington,CR10034,"-1,500.00","4,012.66",36000,36000,1282,FA Arranged,Cust-2116,Cust-2096,Cust-2024,Cust-2018
48855414,Produce,2020/11/24 12:20,2020/11/24,PR48855414,1,Pending Billing,2020/11/30,2020/11/30,2020/12/2,6,"Cust-2018 Colorado Springs, CO Food Bank (FB)",V-101049 Ed Fields & Sons,CR10034,"-1,500.00","4,773.82",36300,36732,1057,FA Arranged,Cust-2116,Cust-2112,Cust-2018,
48855416,Produce,2020/11/24 12:25,2020/11/24,PR48855416,1,Billed,2020/11/27,,,3,"Cust-2189 Fort Myers, Florida Food Bank (FB)",V-101044 Western Harvest,CR10043,"-1,500.00","3,750.00",41440,41440,1608.9,Vendor Arranged,Cust-2189,,,
48855417,Produce,2020/11/24 12:30,2020/11/24,PR48855417,1,Billed,2020/12/7,2020/12/7,2020/12/9,13,"Cust-2018 Colorado Springs, CO Food Bank (FB)",V-101024 Feeding Washington,CR10034,"-1,500.00","4,028.62",37044,41108,1283,FA Arranged,Cust-2112,Cust-2116,Cust-2096,Cust-2018
48855418,Produce,2020/11/24 12:35,2020/11/24,PR48855418,1,Billed,2020/11/27,2020/11/27,2020/11/30,3,"Cust-2018 Colorado Springs, CO Food Bank (FB)","V-102205 Victory Farms, LLC",CR10001,"-1,500.00","4,668.25",40000,40000,1273,FA Arranged,Cust-2112,Cust-2096,Cust-2024,Cust-2018
48855419,Produce,2020/11/24 12:40,2020/11/24,PR48855419,1,Billed,2020/11/27,2020/11/27,2020/11/30,3,"Cust-2018 Colorado Springs, CO Food Bank (FB)","V-101108 Nature's Way Farms, Inc.",CR10001,"-1,500.00","4,715.50",40000,40000,1862,FA Arranged,Cust-2018,Cust-2096,Cust-2112,Cust-2116
48855420,Produce,2020/11/24 12:45,2020/11/24,PR48855420,1,Partially Fulfilled,2020/11/27,,,3,"Cust-2056 Norfolk, Virginia Food Bank (FB)","V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,950.00",41600,41600,696.7,Vendor Arranged,Cust-2056,,,
48855518,Produce,2020/11/24 13:15,2020/11/24,PR48855518,1,Billed,2020/12/1,2020/12/1,2020/12/3,7,"Cust-2023 Plano, TX Food Bank (FB)",V-103016 Chesapeake Farms,CR10005,"-1,500.00","2,399.98",40000,40000,1249,FA Arranged,Cust-2023,,,
48855520,Produce,2020/11/24 13:20,2020/11/24,PR48855520,1,Pending Billing,2020/11/30,,,6,Cust-2271 Austin Co-op,V-103043 Collaborative For Fresh Produce,CR10088,"-1,500.00","1,600.00",38000,38000,522.8,Vendor Arranged,Cust-2023,,,
48855522,Produce,2020/11/24 13:25,2020/11/24,PR48855522,1,Billed,2020/11/30,2020/11/30,2020/12/2,6,"Cust-2023 Plano, TX Food Bank (FB)","V-103098 Muckland Regal, Inc.",CR10034,"-1,500.00","3,692.38",40000,40000,1513,FA Arranged,Cust-2023,,,
48855525,Produce,2020/11/24 13:31,2020/11/24,PR48855525,1,Billed,2020/12/9,,,15,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855526,Produce,2020/11/24 13:31,2020/11/24,PR48855526,1,Billed,2020/12/9,,,15,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855527,Produce,2020/11/24 13:31,2020/11/24,PR48855527,1,Pending Billing,2020/12/15,,,21,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855528,Produce,2020/11/24 13:31,2020/11/24,PR48855528,1,Billed,2020/11/30,,,6,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855529,Produce,2020/11/24 13:31,2020/11/24,PR48855529,1,Billed,2020/12/16,,,22,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855530,Produce,2020/11/24 13:31,2020/11/24,PR48855530,1,Billed,2020/12/1,,,7,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855531,Produce,2020/11/24 13:32,2020/11/24,PR48855531,1,Billed,2020/12/22,,,28,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855532,Produce,2020/11/24 13:32,2020/11/24,PR48855532,1,Billed,2020/12/1,,,7,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855533,Produce,2020/11/24 13:32,2020/11/24,PR48855533,1,Billed,2020/12/23,,,29,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855534,Produce,2020/11/24 13:32,2020/11/24,PR48855534,1,Billed,2020/12/2,,,8,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855535,Produce,2020/11/24 13:32,2020/11/24,PR48855535,1,Billed,2020/12/2,,,8,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855536,Produce,2020/11/24 13:32,2020/11/24,PR48855536,1,Billed,2020/12/7,,,13,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855537,Produce,2020/11/24 13:33,2020/11/24,PR48855537,1,Billed,2020/12/8,,,14,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855538,Produce,2020/11/24 13:33,2020/11/24,PR48855538,1,Billed,2020/12/8,,,14,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,858.1,Vendor Arranged,Cust-2247,,,
48855540,Produce,2020/11/24 13:40,2020/11/24,PR48855540,1,Billed,2020/12/7,,,13,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,1009.3,Vendor Arranged,Cust-2247,,,
48855541,Produce,2020/11/24 13:40,2020/11/24,PR48855541,1,Billed,2020/12/1,,,7,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,1009.3,Vendor Arranged,Cust-2247,,,
48855542,Produce,2020/11/24 13:41,2020/11/24,PR48855542,1,Billed,2020/12/2,,,8,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,1009.3,Vendor Arranged,Cust-2247,,,
48855543,Produce,2020/11/24 13:41,2020/11/24,PR48855543,1,Billed,2020/11/30,,,6,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,1009.3,Vendor Arranged,Cust-2247,,,
48855544,Produce,2020/11/24 13:41,2020/11/24,PR48855544,1,Billed,2021/1/6,,,12,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,1009.3,Vendor Arranged,Cust-2247,,,
48855545,Produce,2020/11/24 13:41,2020/11/24,PR48855545,1,Billed,2021/1/4,,,10,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,1009.3,Vendor Arranged,Cust-2247,,,
48855546,Produce,2020/11/24 13:41,2020/11/24,PR48855546,1,Billed,2021/1/5,,,11,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,1009.3,Vendor Arranged,Cust-2247,,,
48855547,Produce,2020/11/24 13:41,2020/11/24,PR48855547,1,Billed,2020/12/8,,,14,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,1009.3,Vendor Arranged,Cust-2247,,,
48855548,Produce,2020/11/24 13:42,2020/11/24,PR48855548,1,Billed,2020/12/9,,,15,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,1009.3,Vendor Arranged,Cust-2247,,,
48855740,Produce,2020/11/24 13:50,2020/11/24,PR48855740,1,Billed,2020/12/2,2020/12/3,2020/12/4,8,"Cust-2078 Brooklyn Park, MN Food Bank (FB)",V-100755 WILK FARMS,CR10024,"-1,500.00","1,894.18",40000,40000,593,FA Arranged,Cust-2078,,,
48855948,Produce,2020/11/24 14:00,2020/11/24,PR48855948,1,Billed,2020/12/3,,,9,Cust-2247 Indianapolis Co-op,"V-102894 Pure Farm Produce, Inc.",CR10095,"-1,500.00","1,715.00",42000,42000,503,Vendor Arranged,Cust-2247,,,
48855949,Produce,2020/11/24 14:00,2020/11/24,PR48855949,1,Billed,2020/12/2,,,8,Cust-2247 Indianapolis Co-op,"V-102894 Pure Farm Produce, Inc.",CR10095,"-1,500.00","1,715.00",42000,42000,503,Vendor Arranged,Cust-2247,,,
48855950,Produce,2020/11/24 14:01,2020/11/24,PR48855950,1,Billed,2020/12/10,,,16,Cust-2247 Indianapolis Co-op,"V-102894 Pure Farm Produce, Inc.",CR10095,"-1,500.00","1,715.00",42000,42000,503,Vendor Arranged,Cust-2247,,,
48855951,Produce,2020/11/24 14:01,2020/11/24,PR48855951,1,Billed,2020/12/9,,,15,Cust-2247 Indianapolis Co-op,"V-102894 Pure Farm Produce, Inc.",CR10095,"-1,500.00","1,715.00",42000,42000,503,Vendor Arranged,Cust-2247,,,
48855952,Produce,2020/11/24 14:01,2020/11/24,PR48855952,1,Pending Billing,2021/1/5,,,11,Cust-2247 Indianapolis Co-op,"V-102894 Pure Farm Produce, Inc.",CR10095,"-1,500.00","1,715.00",42000,42000,503,Vendor Arranged,Cust-2247,,,
48855953,Produce,2020/11/24 14:01,2020/11/24,PR48855953,1,Pending Billing,2021/1/6,,,12,Cust-2247 Indianapolis Co-op,"V-102894 Pure Farm Produce, Inc.",CR10095,"-1,500.00","1,715.00",42000,42000,503,Vendor Arranged,Cust-2247,,,
48856251,Produce,2020/11/24 14:15,2020/11/24,PR48856251,1,Billed,2020/11/30,,,6,"Cust-2143 Barre, Vermont Food Bank (FB)",V-101044 Western Harvest,CR10043,-825,825,19426,19426,249.4,Vendor Arranged,Cust-2143,,,
48856254,Produce,2020/11/24 14:30,2020/11/24,PR48856254,1,Billed,2020/11/30,,,6,"Cust-2143 Barre, Vermont Food Bank (FB)",V-101044 Western Harvest,CR10043,-900,900,21800,21800,143.7,Vendor Arranged,Cust-2143,,,
48856256,Produce,2020/11/24 14:35,2020/11/24,PR48856256,1,Partially Fulfilled,2020/11/30,,,6,"Cust-2198 Philadelphia, Pennsylvania Food Bank (FB)","V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,200.00",41600,41600,434.6,Vendor Arranged,Cust-2198,,,
48856260,Produce,2020/11/24 14:55,2020/11/24,PR48856260,1,Billed,2020/11/30,2020/11/30,2020/12/7,6,Cust-2247 Indianapolis Co-op,V-101024 Feeding Washington,CR10034,"-1,500.00","8,404.72",40600,40600,2172,FA Arranged,Cust-2247,,,
48856261,Produce,2020/11/24 15:00,2020/11/24,PR48856261,1,Billed,2020/11/30,2020/11/30,2020/12/4,6,Cust-2247 Indianapolis Co-op,V-101024 Feeding Washington,CR10034,"-1,500.00","8,404.46",39200,39200,2171,FA Arranged,Cust-2247,,,
48856263,Produce,2020/11/24 15:15,2020/11/24,PR48856263,1,Billed,2020/12/1,,,7,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",40320,40320,858.1,Vendor Arranged,Cust-2247,,,
48856491,Produce,2020/11/24 15:10,2020/11/24,PR48856491,1,Pending Billing,2020/12/9,,,15,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",39200,39200,858.1,Vendor Arranged,Cust-2247,,,
48867737,Produce,2020/11/24 23:10,2020/11/24,PR48867737,1,Billed,2020/12/1,2020/12/3,2020/12/3,7,"Cust-2077 Bridgeton, Missouri Food Bank (FB)",V-100755 WILK FARMS,CR10024,"-1,500.00","2,322.00",40000,40000,700,FA Arranged,Cust-2077,,,
48867738,Produce,2020/11/24 23:15,2020/11/24,PR48867738,1,Billed,2020/11/27,2020/12/1,2020/12/2,3,"Cust-2077 Bridgeton, Missouri Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10030,"-1,500.00","1,685.66",28800,28800,541,FA Arranged,Cust-2077,,,
48867739,Produce,2020/11/24 23:20,2020/11/24,PR48867739,1,Billed,2020/12/4,2020/12/4,2020/12/7,10,"Cust-2077 Bridgeton, Missouri Food Bank (FB)",V-101024 Feeding Washington,CR10034,"-1,500.00","4,573.92",42000,42000,1442,FA Arranged,Cust-2077,,,
48870252,Produce,2020/11/25 8:40,2020/11/25,PR48870252,1,Billed,2020/11/29,2020/11/29,2020/11/30,4,"Cust-2042 Louisville, KY Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10005,"-1,500.00","1,500.00",28800,28800,367,FA Arranged,Cust-2042,,,
48870258,Produce,2020/11/25 8:55,2020/11/25,PR48870258,1,Billed,2020/11/30,,,5,"Cust-2198 Philadelphia, Pennsylvania Food Bank (FB)",V-101044 Western Harvest,CR10043,"-1,500.00","2,000.00",35172,35172,448.5,Vendor Arranged,Cust-2198,,,
48870460,Produce,2020/11/25 10:05,2020/11/25,PR48870460,1,Billed,2020/12/1,2020/12/1,2020/12/4,6,Cust-2247 Indianapolis Co-op,V-101024 Feeding Washington,CR10024,"-1,500.00","7,462.90",39200,39200,2165,FA Arranged,Cust-2247,,,
48870471,Produce,2020/11/25 10:30,2020/11/25,PR48870471,1,Billed,2020/11/30,,,5,"Cust-2199 New York, New York Food Bank (FB)","V-102894 Pure Farm Produce, Inc.",CR10095,"-1,500.00","2,775.00",42000,42000,607.3,Vendor Arranged,Cust-2199,,,
48870477,Produce,2020/11/25 10:35,2020/11/25,PR48870477,1,Billed,2020/12/4,,,9,"Cust-2199 New York, New York Food Bank (FB)","V-102894 Pure Farm Produce, Inc.",CR10095,"-1,500.00","2,775.00",42000,42000,607.3,Vendor Arranged,Cust-2199,,,
48875483,Produce,2020/11/25 12:15,2020/11/25,PR48875483,1,Billed,2020/12/1,2020/12/1,2020/12/3,6,"Cust-2189 Fort Myers, Florida Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10034,"-1,500.00","4,699.00",28800,35086,1300,FA Arranged,Cust-2189,,,
48883362,Produce,2020/11/30 9:00,2020/11/30,PR48883362,1,Billed,2020/12/2,2020/12/3,2020/12/7,2,"Cust-2199 New York, New York Food Bank (FB)",V-101024 Feeding Washington,CR10015,"-1,500.00","9,400.00",39900,42000,2846,FA Arranged,Cust-2199,,,
48883782,Produce,2020/11/30 10:10,2020/11/30,PR48883782,1,Billed,2020/12/2,,,2,Cust-2247 Indianapolis Co-op,"V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,400.00",42000,42000,1009.3,Vendor Arranged,Cust-2247,,,
48885284,Produce,2020/11/30 11:05,2020/11/30,PR48885284,1,Partially Fulfilled,2020/12/7,,,7,"Cust-2198 Philadelphia, Pennsylvania Food Bank (FB)","V-102479 Billingsley Produce Sales, Inc.",CR10049,"-1,500.00","2,200.00",41600,41600,434.6,Vendor Arranged,Cust-2198,,,
48887606,Produce,2020/11/30 12:00,2020/11/30,PR48887606,1,Billed,2020/12/2,2020/12/5,2020/12/7,2,Cust-2247 Indianapolis Co-op,"V-103098 Muckland Regal, Inc.",CR10030,"-1,500.00","1,614.26",40000,40000,650.713,FA Arranged,Cust-2247,,,
48892051,Produce,2020/11/30 14:25,2020/11/30,PR48892051,1,Billed,2020/12/2,2020/12/2,2020/12/3,2,"Cust-2037 Kansas City, Missouri Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10024,"-1,500.00","2,184.22",29520,35754,747,FA Arranged,Cust-2037,,,
48892052,Produce,2020/11/30 14:25,2020/11/30,PR48892052,1,Billed,2020/12/2,2020/12/2,2020/12/4,2,"Cust-2037 Kansas City, Missouri Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10019,"-1,500.00","2,061.72",29520,31162,747,FA Arranged,Cust-2037,,,
48892056,Produce,2020/11/30 15:00,2020/11/30,PR48892056,1,Billed,2020/12/1,2020/12/3,2020/12/4,1,"Cust-2077 Bridgeton, Missouri Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10030,"-1,385.66","1,385.66",29520,29520,541,FA Arranged,Cust-2077,,,
48892057,Produce,2020/11/30 15:05,2020/11/30,PR48892057,1,Billed,2020/12/1,2020/12/1,2020/12/2,1,"Cust-2078 Brooklyn Park, MN Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10015,"-1,500.00","2,400.00",29520,29520,690,FA Arranged,Cust-2078,,,
48892059,Produce,2020/11/30 15:15,2020/11/30,PR48892059,1,Billed,2020/12/3,2020/12/3,2020/12/4,3,Cust-2245 Philadelphia Co-op,V-101095 John Musacchio,CR10030,"-1,500.00","1,620.66",40000,40000,291,FA Arranged,Cust-2245,,,
48892972,Produce,2020/11/30 15:30,2020/11/30,PR48892972,1,Billed,2020/12/3,2020/12/5,2020/12/7,3,"Cust-2199 New York, New York Food Bank (FB)","V-103000 Grower Network, LLC",CR10034,"-1,500.00","2,955.62",37800,45000,987,FA Arranged,Cust-2199,,,
48892980,Produce,2020/11/30 15:40,2020/11/30,PR48892980,1,Pending Billing,2020/12/7,2020/12/7,2020/12/9,7,"Cust-2199 New York, New York Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10103,"-1,500.00","3,169.56",29520,41964,628,FA Arranged,Cust-2199,,,
48892984,Produce,2020/11/30 15:45,2020/11/30,PR48892984,1,Pending Billing,2020/12/3,2020/12/4,2020/12/7,3,"Cust-2199 New York, New York Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10103,"-1,500.00","3,063.28",29520,22055,628,FA Arranged,Cust-2199,,,
48892985,Produce,2020/11/30 15:50,2020/11/30,PR48892985,1,Billed,2020/12/2,,,2,"Cust-2199 New York, New York Food Bank (FB)",V-101044 Western Harvest,CR10043,"-1,500.00","2,200.00",34980,36420,372,Vendor Arranged,Cust-2199,,,
48892989,Produce,2020/11/30 15:55,2020/11/30,PR48892989,1,Billed,2020/12/5,2020/12/7,2020/12/8,5,"Cust-2045 Memphis, TN Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10057,"-1,500.00","2,507.44",29520,29520,744,FA Arranged,Cust-2045,,,
48892990,Produce,2020/11/30 16:00,2020/11/30,PR48892990,1,Billed,2020/12/6,2020/12/7,2020/12/8,6,"Cust-2141 Sikeston, MO Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10030,"-1,500.00","1,710.51",29520,29520,613,FA Arranged,Cust-2141,,,
48893006,Produce,2020/11/30 16:05,2020/11/30,PR48893006,1,Billed,2020/12/4,2020/12/4,2020/12/4,4,"Cust-2029 Flint, Michigan Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10100,-806.9,806.9,29520,29520,65,FA Arranged,Cust-2029,,,
48893023,Produce,2020/11/30 16:10,2020/11/30,PR48893023,1,Billed,2020/12/1,2020/12/2,2020/12/3,1,"Cust-2238 Jacksonville, FL Food Bank (FB)","V-103000 Grower Network, LLC",CR10001,-828.08,828.08,37800,37800,108,FA Arranged,Cust-2238,,,
48917728,Produce,2020/12/1 7:15,2020/12/1,PR48917728,1,Billed,2020/12/5,2020/12/5,2020/12/7,4,"Cust-2051 Nashville, Tennessee Food Bank (FB)",V-102985 Mastronardi Produce Ltd.,CR10034,"-1,500.00","1,961.44",29520,29520,533,FA Arranged,Cust-2051,,,
